# Center : 156.006559445 -57.7522222222    
# Center : 10:24:01.57 -57:45:08           
#                                arcmin  arcmin mag      mag    mag     mag   mag   mag   mag   mag V I B U DI    mag     mag     mag     mag    mag    mag               
#   ID ID_aex    xc       yc      R.A.    I.E.C. V        V-I   B-V     U-B    eV  e(V-I)e(B-V)e(U-B)Nobs---charac J      J-H     H-Ks    eJ   e(J-H)e(H-Ks)2mass name    
  2035   5088 1061.548 1275.159  -4.089   -.781 22.203  2.765  1.745   .000  .033  .034  .068  .000 1 1 1 0                                                                  
  2036   5085 1020.565 1274.830  -4.088   -.964 18.247  1.241  1.106   .907  .003  .007  .006  .005 1 1 1 1      16.153   .311   .000   .097   .187 -9.999 10233092-5746059  
  2037   5097 1121.072 1276.330  -4.086   -.514 21.281  2.297  1.761   .000  .038  .038  .048  .000 1 1 1 0                                                                  
  2038   5083  832.852 1274.044  -4.084  -1.805 18.388  1.279  1.030   .624  .003  .005  .004  .006 1 1 1 1      16.250   .000   .000   .124 -9.999 -9.999 10233089-5746563  
  2039   5056  187.090 1268.422  -4.083  -4.691 20.780  2.159  1.629   .000  .007  .011  .019  .000 1 1 1 0                                                                  
  2040   5126 1663.184 1283.063  -4.081   1.918 21.664  2.153  1.708   .000  .027  .028  .060  .000 1 1 1 0                                                                  
  2041   5105 1143.497 1278.559  -4.077   -.413 22.166  2.198  1.782   .000  .036  .041  .076  .000 1 1 1 0                                                                  
  2042   5063  239.833 1270.363  -4.076  -4.456 21.549  2.303  1.852   .000  .021  .022  .046  .000 1 1 1 0                                                                  
  2043  18225 1899.594 1286.782  -4.076   2.980 16.566  1.137   .906   .638  .002  .002  .003  .019 1 1 1 1      14.382   .283   .096   .040   .060   .079 10233109-5742092  
  2044   5146 1957.130 1288.601  -4.071   3.239 20.407  1.723  1.438   .000  .016  .016  .023  .000 1 1 1 0                                                                  
  2045  17401 1593.794 1285.740  -4.066   1.607 16.406  1.212  1.058  1.059  .002  .007  .004  .006 1 1 1 1      14.378   .638   .042   .035   .045   .057 10233114-5743318  
  2046  17065 1854.429 1288.868  -4.064   2.777 17.686  2.720  2.184  1.409  .002  .004  .007  .090 1 1 1 1      12.711   .964   .329   .024   .035   .036 10233113-5742213  
  2047   5136 1472.817 1285.866  -4.059   1.064 21.764  2.153  1.660   .000  .022  .022  .047  .000 1 1 1 0                                                                  
  2048   5123 1130.849 1282.441  -4.059   -.470 19.560  1.981  1.555   .863  .003  .004  .005  .054 1 1 1 1      15.935   .640   .000   .095   .179 -9.999 10233114-5745362  
  2049  17750 1088.451 1282.033  -4.059   -.660 13.993  1.462  1.339  1.279  .001  .001  .002  .004 1 1 1 1      11.397   .669   .152   .023   .032   .032 10233113-5745475  
  2050   5142 1568.294 1287.213  -4.058   1.493 20.051  1.569  1.322  1.222  .009  .010  .014  .099 1 1 1 1                                                                  
  2051  17752 1986.371 1292.764  -4.053   3.370 16.009   .836   .735   .313  .001  .001  .001  .003 1 1 1 1      14.541   .237   .247   .073   .136   .147 10233123-5741458  
  2052   5134 1225.654 1285.279  -4.051   -.045 19.658  1.799  1.410   .627  .001  .003  .010  .043 1 1 1 1      16.383   .704   .051   .130   .189   .265 10233125-5745105  
  2053   5086   84.637 1275.129  -4.049  -5.148 22.026  2.436  2.115   .000  .027  .030  .070  .000 1 1 1 0                                                                  
  2054   5106  157.500 1278.698  -4.036  -4.823 20.619  2.805  2.115   .000  .002  .006  .023  .000 1 1 1 0      15.370   .850   .254   .057   .077   .107 10233126-5749573  
  2055   5149 1233.425 1288.934  -4.035   -.010 22.188  2.658  1.616   .000  .036  .039  .068  .000 1 1 1 0                                                                  
  2056   5163 1548.140 1292.399  -4.034   1.402 21.977  2.301  1.612   .000  .024  .027  .055  .000 1 1 1 0                                                                  
  2057   5110   97.335 1279.568  -4.030  -5.091 20.203  1.692  1.299   .543  .005  .008  .010  .050 1 1 1 1                                                                  
  2058   5162 1437.515 1292.200  -4.029    .906 22.560  2.636  1.733   .000  .038  .039  .101  .000 1 1 1 0                                                                  
  2059   5186 1864.602 1297.065  -4.028   2.823 20.955  2.260  1.659   .000  .005  .007  .024  .000 1 1 1 0                                                                  
  2060  17753 1638.306 1295.647  -4.023   1.807 14.891   .655   .491   .160  .000  .001  .002  .003 1 1 1 1      13.795   .183   .096   .030   .048   .056 10233144-5743196  
  2061   5160 1194.586 1291.627  -4.021   -.184 19.942  1.713  1.454   .000  .006  .006  .012  .000 1 1 1 0                                                                  
  2062   5168 1282.474 1293.584  -4.016    .211 18.151  1.112   .993   .822  .000  .002  .004  .016 1 1 1 1      16.415   .890   .000   .130   .189 -9.999 10233148-5744554  
  2063   5131   45.397 1283.920  -4.008  -5.322 20.024  1.968  1.534   .714  .001  .006  .009  .061 1 1 1 1                                                                  
  2064  18227 1971.217 1302.674  -4.008   3.302 14.123   .823   .712   .294  .001  .001  .002  .004 1 1 1 1      12.717   .351   .078   .026   .037   .040 10233157-5741498  
  2065   5148  601.328 1288.946  -4.007  -2.840 20.416  1.621  1.256   .000  .003  .006  .012  .000 1 1 1 0                                                                  
  2066   5158  787.264 1290.990  -4.006  -2.008 21.610  2.213  1.571   .000  .019  .021  .042  .000 1 1 1 0                                                                  
  2067   5143  425.392 1287.702  -4.006  -3.627 22.146  2.435  1.949   .000  .031  .035  .090  .000 1 1 1 0                                                                  
  2068   5156  715.529 1290.629  -4.004  -2.329 17.097  1.100   .835   .293  .001  .002  .002  .004 1 1 1 1      15.175   .329   .159   .046   .077   .108 10233152-5747277  
  2069   5135  109.644 1285.545  -4.003  -5.036 21.563  2.083  1.655   .000  .024  .024  .048  .000 1 1 1 0                                                                  
  2070   5147  309.585 1288.954  -3.996  -4.144 19.364  2.237  1.581   .602  .003  .003  .008  .042 1 1 1 1      15.156   .723   .292   .053   .074   .085 10233157-5749165  
  2071   5144  188.950 1288.074  -3.995  -4.682 19.066  1.342  1.142  1.116  .005  .006  .005  .031 1 1 1 1                                                                  
  2072   5164  697.675 1292.585  -3.995  -2.409 22.474  3.114  1.584   .000  .043  .044  .093  .000 1 1 1 0                                                                  
  2073   5153  368.564 1289.948  -3.993  -3.880 21.345  1.987  1.530   .000  .016  .018  .032  .000 1 1 1 0                                                                  
  2074   5203 1684.963 1303.018  -3.993   2.017 22.153  2.398  1.946   .000  .027  .029  .096  .000 1 1 1 0                                                                  
  2075   5184 1071.906 1296.831  -3.992   -.733 21.365  2.058  1.633   .000  .023  .025  .047  .000 1 1 1 0                                                                  
  2076  17754 1111.826 1297.355  -3.991   -.554 16.245   .964   .839   .493  .002  .002  .004  .004 1 1 1 1      14.636   .495   .000   .086   .207 -9.999 10233164-5745411  
  2077   5166  618.483 1292.720  -3.991  -2.763 22.163  2.394  1.896   .000  .024  .027  .084  .000 1 1 1 0                                                                  
  2078   5199 1352.542 1300.769  -3.987    .525 20.117  2.195  1.718   .845  .008  .011  .015  .084 1 1 1 1      16.154   .512   .557   .103   .171   .211 10233170-5744363  
  2079   5221 1721.129 1307.313  -3.975   2.180 21.366  2.168  1.742   .000  .028  .029  .057  .000 1 1 1 0                                                                  
  2080   5205 1363.718 1303.957  -3.973    .576 22.176  2.196  1.782   .000  .027  .031  .080  .000 1 1 1 0                                                                  
  2081  17755  675.543 1297.344  -3.973  -2.508 15.864   .798   .595   .363  .002  .003  .003  .002 1 1 1 1      14.459   .268   .069   .035   .049   .068 10233176-5747384  
  2082   5212 1444.546 1305.043  -3.972    .938 21.334  3.047  1.614   .000  .013  .013  .037  .000 1 1 1 0      16.497   .000   .000   .147 -9.999 -9.999 10233182-5744117  
  2083   5206 1319.056 1304.030  -3.971    .375 22.085  2.521  1.478   .000  .027  .028  .052  .000 1 1 1 0                                                                  
  2084   5177  461.106 1295.867  -3.971  -3.467 19.009  1.492  1.247   .826  .008  .009  .010  .006 1 1 1 1      16.374   .671   .000   .156   .223 -9.999 10233179-5748358  
  2085  17402  887.354 1300.846  -3.966  -1.560 16.773  1.041   .827   .301  .004  .006  .005  .004 1 1 1 1      14.931   .338  -.081   .040   .068   .132 10233182-5746415  
  2086   5197  809.872 1300.107  -3.966  -1.907 19.112  1.495  1.243  1.024  .002  .004  .004  .034 1 1 1 1      16.360   .000   .000   .118 -9.999 -9.999 10233179-5747022  
  2087   5211 1293.631 1304.997  -3.965    .261 21.385  2.077  1.601   .000  .016  .016  .031  .000 1 1 1 0                                                                  
  2088   5178  327.180 1296.123  -3.964  -4.065 20.233  2.921  1.982   .000  .003  .009  .019  .000 1 1 1 0      14.610   .736   .528   .059   .088   .088 10233180-5749118  
  2089   5204 1094.986 1303.822  -3.962   -.629 19.143  1.963  1.487   .883  .002  .009  .004  .031 1 1 1 1      15.388   .609   .204   .116   .286   .290 10233187-5745457  
  2090   5235 1596.603 1309.641  -3.959   1.621 22.385  2.333  1.666   .000  .046  .046  .085  .000 1 1 1 0                                                                  
  2091   5260 1987.612 1314.446  -3.956   3.377 21.469  2.130  1.681   .000  .015  .017  .049  .000 1 1 1 0                                                                  
  2092   5193  438.473 1298.899  -3.956  -3.568 21.900  2.955  1.518   .000  .020  .021  .059  .000 1 1 1 0                                                                  
  2093   5196  566.906 1300.087  -3.956  -2.993 22.276  2.350  1.484   .000  .037  .040  .079  .000 1 1 1 0                                                                  
  2094   5239 1619.190 1311.311  -3.952   1.722 17.688  1.007   .869   .486  .005  .006  .005  .001 1 1 1 1      15.961   .384   .000   .095   .173 -9.999 10233195-5743245  
  2095   5198  521.586 1300.616  -3.952  -3.196 22.020  2.139  1.761   .000  .023  .025  .076  .000 1 1 1 0                                                                  
  2096  17757  758.975 1303.969  -3.946  -2.134 16.443  1.177   .955   .452  .001  .001  .001  .002 1 1 1 1      14.386   .364   .130   .024   .033   .053 10233196-5747159  
  2097   5202  445.206 1301.745  -3.944  -3.537 19.260  1.300  1.085   .687  .004  .006  .006  .006 1 1 1 1                                                                  
  2098   5220 1031.614 1307.254  -3.944   -.913 20.072  2.086  1.521  1.473  .003  .005  .013  .110 1 1 1 1                                                                  
  2099  17756   99.140 1298.847  -3.943  -5.082 15.268   .881   .737   .255  .003  .004  .003  .001 1 1 1 1      13.758   .345   .102   .037   .069   .081 10233195-5750128  
  2100   5250 1559.421 1312.687  -3.943   1.454 21.631  2.360  1.989   .000  .018  .022  .048  .000 1 1 1 0                                                                  
  2101   5275 1845.241 1317.171  -3.937   2.737 21.055  3.097  2.141   .000  .019  .021  .042  .000 1 1 1 0      15.228   .954   .534   .066   .116   .122 10233209-5742238  
  2102   5274 1777.459 1316.655  -3.936   2.433 21.718  2.284  1.845   .000  .024  .025  .064  .000 1 1 1 0                                                                  
